"","Sport","Walk","Travel","Fish","Gender","Age","Marital.St","Prof"
"52018510","0","1","1","0","M","(45,55]","Married","Other"
"52019010","0","1","0","0","F","[15,25]","Single","Foreman"
"52019110","0","1","1","0","M","(75,85]","Married","Manual labourer"
"52019210","0","0","0","0","M","(25,35]","Married","Management"
"52019310","0","1","1","0","F","(35,45]","Divorcee","Management"
"52019710","0","0","0","1","M","[15,25]","Single","Unskilled worker"
"52020110","0","0","1","0","F","(45,55]","Married","Management"
"52020210","1","0","0","0","F","(35,45]","Married","Employee"
"52020310","1","1","1","0","M","(55,65]","Married","Manual labourer"
"52020910","1","1","1","1","M","(25,35]","Single","Manual labourer"
"52021110","0","1","0","0","F","(35,45]","Single","Employee"
"52021210","0","0","1","1","M","(55,65]","Married","Management"
"52021310","0","0","0","0","F","(65,75]","Married","Employee"
"52021710","1","1","1","0","F","(55,65]","Married","Foreman"
"52021810","0","0","1","0","F","(35,45]","Married","Employee"
"52021910","0","0","0","0","F","(25,35]","Married","Employee"
"52022110","1","1","0","0","F","[15,25]","Single","Employee"
"52022210","0","0","0","0","M","(75,85]","Married","Manual labourer"
"52022310","1","1","0","0","M","(55,65]","Married","Manual labourer"
"52022410","0","1","0","0","M","(35,45]","Married","Manual labourer"
"52022510","0","0","0","0","M","(25,35]","Single","Manual labourer"
"52022610","0","0","1","0","M","(35,45]","Single","Management"
"52023010","1","1","0","0","M","[15,25]","Single","Unskilled worker"
"52023210","1","0","1","0","F","(75,85]","Single","Foreman"
"52023310","1","1","1","0","F","(35,45]","Married","Manual labourer"
"52023410","1","1","1","0","F","(65,75]","Married","Management"
"52023610","1","1","1","0","F","(25,35]","Single","Employee"
"52023910","1","1","0","0","M","(25,35]","Single","Unskilled worker"
"52024110","1","1","1","0","F","(45,55]","Remarried","Employee"
"52024310","0","0","0","0","F","(75,85]","Married","Employee"
"52024410","0","1","0","0","F","(25,35]","Married","Foreman"
"52024510","1","0","1","0","F","(25,35]","Single","Foreman"
"52024710","0","0","0","0","M","(45,55]","Divorcee","Employee"
"52024810","0","1","1","0","M","[15,25]","Single","Employee"
"52024910","1","1","0","0","M","(25,35]","Single","Employee"
"52025010","0","0","0","0","F","(55,65]","Divorcee","Employee"
"52025410","0","1","1","0","F","(55,65]","Single","Management"
"52025510","1","1","1","0","F","(25,35]","Married","Employee"
"52025710","1","0","1","0","F","(55,65]","Remarried","Employee"
"52025810","1","1","1","0","M","(45,55]","Married","Management"
"52026210","0","1","1","0","F","(35,45]","Married","Management"
"52026510","0","1","0","0","F","(35,45]","Married","Employee"
"52026610","0","1","1","1","M","(45,55]","Married","Foreman"
"52026710","1","0","1","0","M","(35,45]","Married","Technician"
"52026910","0","0","0","0","F","(75,85]","Married","Unskilled worker"
"52027010","1","1","0","0","M","(35,45]","Divorcee","Management"
"52027110","1","0","0","0","M","(35,45]","Single","Management"
"52027210","0","0","0","1","M","(25,35]","Married","Employee"
"52027310","0","0","0","0","F","(55,65]","Married","Employee"
"52027410","1","1","1","0","M","(25,35]","Single","Technician"
"52027510","1","1","0","0","M","(45,55]","Married","Technician"
"52027610","1","1","1","0","M","(25,35]","Single","Employee"
"52027710","1","1","0","0","M","(45,55]","Married","Management"
"52027910","0","1","0","0","F","[15,25]","Single","Employee"
"52028210","1","0","0","1","M","(65,75]","Married","Manual labourer"
"52028310","0","0","1","0","M","(45,55]","Married","Technician"
"52028410","0","0","0","0","F","(75,85]","Widower","Foreman"
"52028610","0","1","0","1","F","(45,55]","Married","Employee"
"52028710","0","0","1","0","F","(75,85]","Widower","Employee"
"52028810","0","0","0","0","M","(35,45]","Married","Manual labourer"
"52028910","1","1","0","0","M","(65,75]","Married","Manual labourer"
"52029110","0","1","0","0","M","(55,65]","Married","Unskilled worker"
"52029210","0","1","1","0","M","(35,45]","Divorcee","Employee"
"52029310","0","0","0","0","F","(45,55]","Divorcee","Employee"
"52029510","0","0","1","0","F","(25,35]","Single","Employee"
"52029710","0","1","0","0","F","(25,35]","Married","Employee"
"52029810","0","0","0","0","M","(25,35]","Single","Manual labourer"
"52029910","1","1","1","0","M","(45,55]","Remarried","Management"
"52030210","1","1","0","0","M","(55,65]","Widower","Employee"
"52030310","0","0","0","0","M","(75,85]","Married","Manual labourer"
"52030410","0","0","0","0","F","(25,35]","Single","Employee"
"52030710","1","1","1","0","F","(45,55]","Remarried","Employee"
"52030810","0","0","0","0","F","(45,55]","Divorcee","Employee"
"52031010","0","1","0","0","F","(55,65]","Married","Management"
"52031110","1","0","0","0","F","(25,35]","Single","Employee"
"52031210","1","0","0","0","F","(25,35]","Single","Employee"
"52031410","0","1","0","0","F","(35,45]","Widower","Unskilled worker"
"52031510","1","1","1","0","F","(45,55]","Married","Employee"
"52031610","1","1","1","0","F","(45,55]","Married","Foreman"
"52031710","0","1","0","0","F","(25,35]","Single","Employee"
"52031910","0","0","0","0","F","(75,85]","Widower","Employee"
"52032110","0","1","0","0","M","(45,55]","Married","Manual labourer"
"52032210","0","1","0","0","M","(45,55]","Married","Manual labourer"
"52032310","0","0","0","1","F","(45,55]","Married","Unskilled worker"
"52032410","0","0","1","0","F","(65,75]","Widower","Employee"
"52032510","0","1","1","0","M","(25,35]","Married","Management"
"52032610","0","1","1","0","F","(35,45]","Married","Employee"
"52032710","0","0","1","0","F","(65,75]","Married","Other"
"52032910","1","1","1","0","M","(55,65]","Married","Employee"
"52033010","1","0","1","0","M","(25,35]","Married","Foreman"
"52033110","0","1","1","0","M","(35,45]","Married","Manual labourer"
"52033210","1","1","1","0","F","(35,45]","Single","Employee"
"52033410","0","1","1","0","F","(45,55]","Remarried","Employee"
"52033710","0","0","0","0","F","(75,85]","Widower","Employee"
"52033810","0","1","0","1","F","(25,35]","Divorcee","Manual labourer"
"52033910","0","0","0","0","F","(45,55]","Remarried","Employee"
"52034010","1","1","0","0","M","(25,35]","Divorcee","Foreman"
"52034210","0","0","0","1","F","(25,35]","Married","Unskilled worker"
"52034310","0","1","1","0","F","(45,55]","Married","Employee"
"52034410","0","0","0","1","M","(75,85]","Remarried","Foreman"
"52034610","1","0","0","1","M","[15,25]","Single","Employee"
"52034710","0","0","1","1","M","(55,65]","Married","Management"
"52034810","0","1","0","1","M","(35,45]","Married","Manual labourer"
"52034910","0","0","0","0","F","(75,85]","Widower","Unskilled worker"
"52035010","0","1","0","1","F","(65,75]","Married","Employee"
"52035110","1","0","1","0","F","(45,55]","Married","Management"
"52035410","1","1","1","0","F","(25,35]","Single","Employee"
"52035710","1","1","1","1","M","(25,35]","Single","Technician"
"52035810","0","1","1","0","M","(65,75]","Married","Technician"
"52036010","0","0","1","0","M","(25,35]","Single","Employee"
"52036110","1","1","1","0","F","(65,75]","Married","Employee"
"52036410","1","1","0","0","F","(25,35]","Single","Employee"
"52036610","0","1","1","1","F","(25,35]","Single","Manual labourer"
"52036710","1","1","1","0","F","(35,45]","Married","Management"
"52037210","0","0","0","0","M","(55,65]","Married","Technician"
"52037410","1","1","1","0","F","(45,55]","Married","Employee"
"52037510","0","0","0","0","M","(35,45]","Married","Unskilled worker"
"52037610","1","1","1","0","M","(25,35]","Single","Manual labourer"
"52037710","1","1","1","0","M","(65,75]","Married","Foreman"
"52038010","0","1","0","0","F","(35,45]","Married","Manual labourer"
"52038110","0","0","0","1","M","(45,55]","Married","Manual labourer"
"52038410","0","0","1","0","F","(45,55]","Married","Foreman"
"52038510","1","1","0","0","F","(25,35]","Single","Employee"
"52038610","0","0","0","1","M","(55,65]","Married","Technician"
"52039010","0","0","0","1","M","(65,75]","Married","Unskilled worker"
"52039110","1","1","1","1","M","(35,45]","Married","Manual labourer"
"52039510","1","0","0","1","M","(35,45]","Remarried","Foreman"
"52039810","1","1","1","0","M","(35,45]","Married","Foreman"
"52039910","1","1","1","0","F","(25,35]","Single","Employee"
"52040010","0","1","1","0","F","(75,85]","Widower","Employee"
"52040110","1","1","0","0","F","(45,55]","Widower","Employee"
"52040210","1","1","1","0","M","[15,25]","Single","Employee"
"52040310","1","1","0","1","M","(25,35]","Married","Unskilled worker"
"52040410","0","1","1","0","F","(45,55]","Married","Employee"
"52040610","0","0","0","0","F","(35,45]","Divorcee","Employee"
"52040710","0","1","1","0","M","(55,65]","Married","Unskilled worker"
"52040810","0","0","0","0","F","(55,65]","Married","Other"
"52041310","0","1","0","0","M","(35,45]","Married","Management"
"52041410","0","1","1","1","M","(35,45]","Married","Manual labourer"
"52041510","1","1","0","1","M","(35,45]","Married","Technician"
"52041610","0","1","1","0","M","(35,45]","Married","Manual labourer"
"52042110","1","1","0","1","M","(45,55]","Married","Manual labourer"
"52042210","0","1","0","0","F","(45,55]","Married","Manual labourer"
"52042410","0","1","1","0","F","(65,75]","Single","Foreman"
"52042510","1","0","0","0","M","(45,55]","Married","Management"
"52042710","0","1","1","0","M","(55,65]","Married","Unskilled worker"
"52043010","0","0","0","0","M","(25,35]","Single","Manual labourer"
"52043410","1","1","0","0","F","(45,55]","Married","Manual labourer"
"52043510","1","0","1","0","M","(35,45]","Single","Manual labourer"
"52043710","0","0","0","0","M","(35,45]","Married","Technician"
"52043810","0","0","1","0","F","(55,65]","Married","Employee"
"52044010","0","0","0","0","M","(45,55]","Married","Manual labourer"
"52044110","0","0","0","0","F","(45,55]","Married","Unskilled worker"
"52044210","1","1","1","0","M","(35,45]","Married","Management"
"52044510","0","1","0","1","F","(25,35]","Divorcee","Employee"
"52044810","0","0","0","0","M","(35,45]","Married","Manual labourer"
"52045210","0","0","0","0","F","(65,75]","Widower","Employee"
"52045810","0","0","1","0","F","(55,65]","Married","Employee"
"52045910","1","1","0","0","F","(35,45]","Single","Employee"
"52046010","1","1","1","0","F","(65,75]","Married","Technician"
"52046110","0","1","0","0","M","(55,65]","Married","Unskilled worker"
"52046210","0","0","0","0","F","(85,100]","Widower","Employee"
"52046310","1","1","1","0","F","(45,55]","Married","Employee"
"52046510","0","1","0","0","F","(55,65]","Single","Manual labourer"
"52046710","0","1","0","0","F","(45,55]","Married","Unskilled worker"
"52046810","0","1","0","0","F","(45,55]","Divorcee","Unskilled worker"
"52047110","0","1","0","0","F","(55,65]","Married","Unskilled worker"
"52047210","0","0","1","1","M","(55,65]","Married","Foreman"
"52047410","0","1","0","0","F","(35,45]","Remarried","Employee"
"52047610","0","1","0","0","F","(45,55]","Divorcee","Manual labourer"
"52047710","1","0","0","0","M","(25,35]","Married","Technician"
"52047810","1","0","1","0","M","[15,25]","Single","Foreman"
"52047910","0","1","0","1","F","(25,35]","Married","Manual labourer"
"52048110","1","0","0","0","M","(45,55]","Married","Manual labourer"
"52048310","1","1","0","0","M","(65,75]","Married","Manual labourer"
"52048410","0","0","0","0","F","(35,45]","Married","Employee"
"52048510","0","1","0","0","F","(45,55]","Married","Manual labourer"
"52048610","0","0","1","0","F","[15,25]","Single","Employee"
"52048810","0","1","0","0","F","(45,55]","Married","Management"
"52048910","1","1","1","0","F","(45,55]","Divorcee","Employee"
"52049010","0","0","1","0","F","(55,65]","Divorcee","Management"
"52049110","0","1","0","0","F","(25,35]","Single","Unskilled worker"
"52049310","1","0","0","0","F","(25,35]","Married","Employee"
"52049410","0","1","0","0","F","(45,55]","Married","Employee"
"52049510","0","1","0","0","F","(25,35]","Married","Management"
"52049610","0","0","1","0","F","[15,25]","Single","Employee"
"52049710","1","1","0","0","M","(25,35]","Married","Technician"
"52049810","1","1","1","0","F","(25,35]","Married","Foreman"
"52050110","0","0","0","1","M","(45,55]","Married","Manual labourer"
"52050210","1","1","1","0","M","(35,45]","Married","Foreman"
"52050510","0","0","0","0","M","(25,35]","Single","Management"
"52050610","0","1","0","0","F","(55,65]","Divorcee","Manual labourer"
"52050810","1","1","1","1","M","(55,65]","Married","Manual labourer"
"52051010","1","0","0","0","M","(35,45]","Single","Manual labourer"
"52051110","0","1","0","0","F","(25,35]","Married","Employee"
"52051210","0","1","0","0","M","(55,65]","Married","Foreman"
"52051410","0","0","0","0","M","(45,55]","Married","Manual labourer"
"52051610","0","0","0","0","M","(45,55]","Single","Manual labourer"
"52051710","0","0","0","0","F","(55,65]","Married","Employee"
"52051910","0","1","0","0","M","(55,65]","Married","Manual labourer"
"52052010","1","1","0","0","F","(45,55]","Divorcee","Employee"
"52052110","1","0","0","1","M","[15,25]","Single","Technician"
"52052310","1","1","1","0","M","(45,55]","Single","Foreman"
"52052410","1","1","1","0","M","(35,45]","Married","Manual labourer"
"52052610","0","0","1","1","M","(45,55]","Married","Technician"
"52052910","0","1","0","0","F","(45,55]","Married","Unskilled worker"
"52053010","0","1","1","0","F","(45,55]","Married","Employee"
"52053110","1","1","0","0","F","(35,45]","Widower","Foreman"
"52053310","0","1","1","1","F","(35,45]","Married","Unskilled worker"
"52053510","0","1","0","0","F","(25,35]","Married","Other"
"52053610","0","1","1","0","M","(35,45]","Single","Manual labourer"
"52053710","0","1","1","1","M","(45,55]","Married","Management"
"52053910","0","1","0","1","F","(35,45]","Married","Employee"
"52054110","0","1","0","0","F","(55,65]","Married","Employee"
"52054210","0","1","1","1","M","(45,55]","Married","Manual labourer"
"52054710","0","1","0","0","F","(75,85]","Remarried","Employee"
"52054810","0","0","0","0","F","(55,65]","Divorcee","Employee"
"52054910","1","1","1","0","F","(65,75]","Remarried","Employee"
"52055010","1","0","0","0","F","(25,35]","Married","Employee"
"53000310","0","0","0","0","F","(75,85]","Widower","Foreman"
"53000510","1","1","1","0","M","(25,35]","Single","Employee"
"53000810","1","1","0","0","F","(45,55]","Divorcee","Unskilled worker"
"53000910","1","1","1","0","M","(25,35]","Single","Other"
"53001110","1","1","1","0","F","[15,25]","Single","Employee"
"53001210","0","0","0","0","M","[15,25]","Single","Unskilled worker"
"53001310","0","1","1","1","F","(45,55]","Married","Employee"
"53001410","0","0","0","0","F","(75,85]","Divorcee","Management"
"53002010","0","1","1","0","M","(25,35]","Single","Management"
"53002110","1","1","1","0","M","(45,55]","Married","Unskilled worker"
"53002410","1","1","1","0","M","(55,65]","Married","Manual labourer"
"53002810","1","1","0","0","F","(35,45]","Married","Unskilled worker"
"53003010","0","1","1","0","F","(65,75]","Married","Employee"
"53003110","1","0","1","0","M","[15,25]","Single","Employee"
"53003210","0","1","0","0","F","(25,35]","Single","Employee"
"53003310","0","1","0","0","M","(75,85]","Married","Employee"
"53003810","0","1","0","0","M","(85,100]","Married","Manual labourer"
"53003910","0","1","1","0","M","(35,45]","Single","Technician"
"53004110","0","0","0","1","M","(75,85]","Married","Manual labourer"
"53004310","0","1","1","0","F","(45,55]","Married","Management"
"53004410","1","1","0","0","M","(35,45]","Single","Employee"
